PROVINCE,ZS,AS_,OFFICIEL
KASAI,Kakenge,Dengamongo II,oui
KASAI,Kakenge,Dengamongo Katshiabala,oui
KASAI,Kakenge,Enanga,oui
KASAI,Kakenge,Etapanya,oui
KASAI,Kakenge,Kamenji,oui
KASAI,Kakenge,Kakengelembe,oui
KASAI,Kakenge,Kalamba,oui
KASAI,Kakenge,Kinda I,oui
KASAI,Kakenge,Kinda II,oui
KASAI,Kakenge,Lukombe,oui
KASAI,Kakenge,Lushiku,oui
KASAI,Kakenge,Lukubu,oui
KASAI,Kakenge,Matambi,oui
KASAI,Kakenge,Mpianga,oui
KASAI,Kakenge,Itungampende,oui
KASAI,Kakenge,Tete Kalamba,oui
KASAI,Kakenge,TshiFAUXgo,oui
KASAI,Kakenge,Tshiaboshob,oui
KASAI,Mushenge,Bena Makima,oui
KASAI,Mushenge,Bishanga,oui
KASAI,Mushenge,Bongo I,oui
KASAI,Mushenge,Bongo II,oui
KASAI,Mushenge,Buaya,oui
KASAI,Mushenge,Bupu,oui
KASAI,Mushenge,Butala,oui
KASAI,Mushenge,Domiongo I,oui
KASAI,Mushenge,Domiongo II,oui
KASAI,Mushenge,Domiongo III,oui
KASAI,Mushenge,Ikeke,oui
KASAI,Mushenge,Imambumba,oui
KASAI,Mushenge,Ipanga,oui
KASAI,Mushenge,Kabwe,oui
KASAI,Mushenge,Lodi,oui
KASAI,Mushenge,Mbima ,oui
KASAI,Mushenge,Muentshi,oui
KASAI,Mushenge,Ngoto,oui
KASAI,Mushenge,Nshongamba,oui
KASAI,Mushenge,Nsongantshi,oui
KASAI,Mweka,Pilote,oui
KASAI,Mweka,Mweka I,oui
KASAI,Mweka,Mweka II,oui
KASAI,Mweka,Ikit,oui
KASAI,Mweka,Bulongo,oui
KASAI,Mweka,BaFAUXgo,oui
KASAI,Mweka,IFAF,oui
KASAI,Mweka,Bulangu Kapimbi,oui
KASAI,Mweka,Muanyika,oui
KASAI,Mweka,Kalombayi,oui
KASAI,Mweka,Kaluamba,oui
KASAI,Mweka,Kampungu,oui
KASAI,Mweka,Nsungi Munene,oui
KASAI,Mweka,Bungamba,oui
KASAI,Mweka,Ishamandongo,oui
KASAI,Mweka,Mapeyi,oui
KASAI CENTRAL,Kananga,Hôpital,oui
KASAI CENTRAL,Kananga,Kamulumba,oui
KASAI CENTRAL,Kananga,Centre Ville,oui
KASAI CENTRAL,Kananga,Biancky I,oui
KASAI CENTRAL,Kananga,Biancky II,oui
KASAI CENTRAL,Kananga,SNEL,oui
KASAI CENTRAL,Kananga,Tshisambi,oui
KASAI CENTRAL,Kananga,Appolo,oui
KASAI CENTRAL,Kananga,Kamayi Prison,oui
KASAI CENTRAL,Kananga,Kamayi St Alphonse,oui
KASAI CENTRAL,Kananga,Bikuku,oui
KASAI CENTRAL,Kananga,Kananga II,oui
KASAI CENTRAL,Kananga,Mubutu,oui
KASAI CENTRAL,Kananga,20 Mai,oui
KASAI CENTRAL,Kananga,Malolo,oui
KASAI CENTRAL,Kananga,Tubuluku,oui
KASAI CENTRAL,Kananga,Tshiawo Etat,oui
KASAI CENTRAL,Kananga,Muamba Mbuyi,oui
KASAI CENTRAL,Kananga,Tshimpidinga,oui
KASAI CENTRAL,Katoka,Kapanda,oui
KASAI CENTRAL,Katoka,Katoka I,oui
KASAI CENTRAL,Katoka,Katoka II,oui
KASAI CENTRAL,Katoka,Katoka III,oui
KASAI CENTRAL,Katoka,Kelekele I,oui
KASAI CENTRAL,Katoka,Kelekele II,oui
KASAI CENTRAL,Katoka,Nsanganyembue,oui
KASAI CENTRAL,Katoka,Tukombe,oui
KASAI CENTRAL,Katoka,Mpokolo,oui
KASAI CENTRAL,Lukonga,Diboko,oui
KASAI CENTRAL,Lukonga,Dikongayi,oui
KASAI CENTRAL,Lukonga,Itabayi,oui
KASAI CENTRAL,Lukonga,Kambote,oui
KASAI CENTRAL,Lukonga,Kanyuka,oui
KASAI CENTRAL,Lukonga,Kasasa,oui
KASAI CENTRAL,Lukonga,Luandanda,oui
KASAI CENTRAL,Lukonga,Luboya,oui
KASAI CENTRAL,Lukonga,Lubuyi,oui
KASAI CENTRAL,Lukonga,Lumumba-Etat,oui
KASAI CENTRAL,Lukonga,Musangilayi,oui
KASAI CENTRAL,Lukonga,Nkese,oui
KASAI CENTRAL,Lukonga,Nsapu Kumuamba,oui
KASAI CENTRAL,Lukonga,Tshibashi,oui
KASAI CENTRAL,Lukonga,Tshimputu,oui
KASAI CENTRAL,Lukonga,Tshitulu,oui
KASAI CENTRAL,Lukonga,Tujikolele,oui
KASAI CENTRAL,Ndesha,Christ  Rois,oui
KASAI CENTRAL,Ndesha,Ndesha I,oui
KASAI CENTRAL,Ndesha,Ndesha II,oui
KASAI CENTRAL,Ndesha,Kamilabi I,oui
KASAI CENTRAL,Ndesha,Kamilabi II ,oui
KASAI CENTRAL,Ndesha,Kamupongo I,oui
KASAI CENTRAL,Ndesha,Kamupongo II,oui
KASAI CENTRAL,Ndesha,Musangilayi,oui
KASAI CENTRAL,Bobozo,Bobozo I ,oui
KASAI CENTRAL,Bobozo,Bobozo II ,oui
KASAI CENTRAL,Bobozo,Camp PM,oui
KASAI CENTRAL,Bobozo,camp Kamayi,oui
KASAI CENTRAL,Bobozo,Ville ,oui
KASAI CENTRAL,Bobozo,District PNC Est,oui
KASAI CENTRAL,Bobozo,District PNC Ouest,oui
KASAI CENTRAL,Tshikaji,Kalemba,oui
KASAI CENTRAL,Tshikaji,Katumba,oui
KASAI CENTRAL,Tshikaji,Mama Muilu,oui
KASAI CENTRAL,Tshikaji,Mbumba,oui
KASAI CENTRAL,Tshikaji,Nkonko I,oui
KASAI CENTRAL,Tshikaji,Tshiela,oui
KASAI CENTRAL,Tshikaji,Ntambue St B,oui
KASAI CENTRAL,Tshikaji,Salongo Muimba,oui
KASAI CENTRAL,Tshikaji,St Therese,oui
KASAI CENTRAL,Tshikaji,St Martyrs,oui
KASAI CENTRAL,Tshikaji,Tshikaji,oui
KASAI CENTRAL,Tshikaji,Tshisenge,oui
KASAI CENTRAL,Bunkonde,Bunkonde,oui
KASAI CENTRAL,Bunkonde,Tshikuma,oui
KASAI CENTRAL,Bunkonde,Mbumba,oui
KASAI CENTRAL,Bunkonde,Tshiala Dibanda,oui
KASAI CENTRAL,Bunkonde,Ntambue Lomami,oui
KASAI CENTRAL,Bunkonde,Tshikele Ngombe,oui
KASAI CENTRAL,Bunkonde,Mulumba Dikongayi,oui
KASAI CENTRAL,Bunkonde,Tshingana Tshibemba,oui
KASAI CENTRAL,Bunkonde,Kankulu,oui
KASAI CENTRAL,Dibaya,Dibaya,oui
KASAI CENTRAL,Dibaya,Bena Bitende,oui
KASAI CENTRAL,Dibaya,Kamboke,oui
KASAI CENTRAL,Dibaya,Fuamba,oui
KASAI CENTRAL,Dibaya,Kabeya Madi,oui
KASAI CENTRAL,Dibaya,Kaulu,oui
KASAI CENTRAL,Dibaya,Lumbudi,oui
KASAI CENTRAL,Dibaya,Lukula,oui
KASAI CENTRAL,Dibaya,Luekeshi,oui
KASAI CENTRAL,Dibaya,Moyo Katala,oui
KASAI CENTRAL,Dibaya,Mukua Dianga,oui
KASAI CENTRAL,Dibaya,Mupoyi,oui
KASAI CENTRAL,Dibaya,Tshimayi,oui
KASAI CENTRAL,Dibaya,Tshidimba,oui
KASAI CENTRAL,Dibaya,Tshikisha,oui
KASAI CENTRAL,Dibaya,Tshilela,oui
KASAI CENTRAL,Lubondaie,Dibue Dietu,oui
KASAI CENTRAL,Lubondaie,Buwetu,oui
KASAI CENTRAL,Lubondaie,Kateba,oui
KASAI CENTRAL,Lubondaie,Tshimakaka,oui
KASAI CENTRAL,Lubondaie,Tshilolo,oui
KASAI CENTRAL,Lubondaie,Lubondaie,oui
KASAI CENTRAL,Lubondaie,Minkulumbu,oui
KASAI CENTRAL,Lubondaie,Tshidimba,oui
KASAI CENTRAL,Lubondaie,Mundambu,oui
KASAI CENTRAL,Lubondaie,Tshinkenke,oui
KASAI CENTRAL,Lubondaie,Mukenga,oui
KASAI CENTRAL,Lubondaie,Ntambue,oui
KASAI CENTRAL,Lubondaie,Kamuanji ,oui
KASAI CENTRAL,Lubondaie,Tshiofo,oui
KASAI CENTRAL,Lubondaie,Kamponde,oui
KASAI CENTRAL,Lubondaie,Kalangala,oui
KASAI CENTRAL,Lubondaie,Malowa,oui
KASAI CENTRAL,Lubondaie,Tshibambula,oui
KASAI CENTRAL,Lubondaie,Lubi,oui
KASAI CENTRAL,Lubondaie,Kambuji,oui
KASAI CENTRAL,Tshikula,Bitanda Kakunda,oui
KASAI CENTRAL,Tshikula,Bitanda Tshendele,oui
KASAI CENTRAL,Tshikula,Kabeya Lumbu,oui
KASAI CENTRAL,Tshikula,Kalomba,oui
KASAI CENTRAL,Tshikula,Kambala,oui
KASAI CENTRAL,Tshikula,Kamuandu,oui
KASAI CENTRAL,Tshikula,Kamuina Nsapo,oui
KASAI CENTRAL,Tshikula,Mbuanya,oui
KASAI CENTRAL,Tshikula,Mubikayi,oui
KASAI CENTRAL,Tshikula,Malumba Kabuye,oui
KASAI CENTRAL,Tshikula,Mpenge,oui
KASAI CENTRAL,Tshikula,Nkufutu,oui
KASAI CENTRAL,Tshikula,Tshiala Benyi,oui
KASAI CENTRAL,Tshikula,Tshimbau,oui
KASAI CENTRAL,Tshikula,Tshikula,oui
KASAI CENTRAL,Tshikula,Yamba Yamba,oui
KASAI CENTRAL,Bena leka,St Joseph,oui
KASAI CENTRAL,Bena leka,Musambi,oui
KASAI CENTRAL,Bena leka,Beya Buanga,oui
KASAI CENTRAL,Bena leka,Bakwa Balaie,oui
KASAI CENTRAL,Bena leka,Bakwa Mbuyi,oui
KASAI CENTRAL,Bena leka,Kalundu,oui
KASAI CENTRAL,Bena leka,Mabenga,oui
KASAI CENTRAL,Bena leka,Tshinanga,oui
KASAI CENTRAL,Bena leka,Kashama,oui
KASAI CENTRAL,Bena leka,Tshimpanga,oui
KASAI CENTRAL,Bena leka,Kabuluanda,oui
KASAI CENTRAL,Bena leka,Tshimbadi,oui
KASAI CENTRAL,Bena leka,Bena Mukamba,oui
KASAI CENTRAL,Bena leka,Bakwa Muanza,oui
KASAI CENTRAL,Bena leka,Lutoka,oui
KASAI CENTRAL,Bena leka,Dibinga,oui
KASAI CENTRAL,Bena leka,Tshimbumba,oui
KASAI CENTRAL,Bena leka,Bena Disanga,oui
KASAI CENTRAL,Bena leka,Binsamba,oui
KASAI CENTRAL,Bena leka,Ditalala,oui
KASAI CENTRAL,Bena leka,Dinanga,oui
KASAI CENTRAL,Bena leka,Mbombo,oui
KASAI CENTRAL,Bena leka,Bena Tshianza,oui
KASAI CENTRAL,Bena leka,Kapaku,oui
KASAI CENTRAL,Demba,Bakua Mbayi,oui
KASAI CENTRAL,Demba,Bakua Mbuyi,oui
KASAI CENTRAL,Demba,Bakua Mpika,oui
KASAI CENTRAL,Demba,Bakua Masanga,oui
KASAI CENTRAL,Demba,Bena Mbala,oui
KASAI CENTRAL,Demba,Bena Kadiebue,oui
KASAI CENTRAL,Demba,Bena Kayembe,oui
KASAI CENTRAL,Demba,Bena Tshidila,oui
KASAI CENTRAL,Demba,Beya Kalonji,oui
KASAI CENTRAL,Demba,Demba Cité,oui
KASAI CENTRAL,Demba,Kalume Ka Kuadi,oui
KASAI CENTRAL,Demba,Kalombayi,oui
KASAI CENTRAL,Demba,Kamandelena,oui
KASAI CENTRAL,Demba,Kasase,oui
KASAI CENTRAL,Demba,Mpemba,oui
KASAI CENTRAL,Demba,Mukanya Kalamba,oui
KASAI CENTRAL,Demba,Sancta Maria,oui
KASAI CENTRAL,Demba,Sanga Bantu,oui
KASAI CENTRAL,Demba,Tshibambula,oui
KASAI CENTRAL,Demba,Tshibungu,oui
KASAI CENTRAL,Demba,Tshisuyi,oui
KASAI CENTRAL,Demba,Zapo Zapo,oui
KASAI CENTRAL,Mutoto,Bikuku Kaleya,oui
KASAI CENTRAL,Mutoto,Dilembue I,oui
KASAI CENTRAL,Mutoto,Dilembue II,oui
KASAI CENTRAL,Mutoto,Dipumu ,oui
KASAI CENTRAL,Mutoto,Disaya,oui
KASAI CENTRAL,Mutoto,Luyamba,oui
KASAI CENTRAL,Mutoto,Mbala,oui
KASAI CENTRAL,Mutoto,Mbondo,oui
KASAI CENTRAL,Mutoto,Ndumbi,oui
KASAI CENTRAL,Mutoto,Nkoto,oui
KASAI CENTRAL,Mutoto,Ntambue Kayembe,oui
KASAI CENTRAL,Mutoto,Tshibata,oui
KASAI CENTRAL,Mutoto,Tshinanga,oui
KASAI CENTRAL,Mutoto,Tshinyama,oui
KASAI CENTRAL,Bilomba,Bilomba,oui
KASAI CENTRAL,Bilomba,Mutefu,oui
KASAI CENTRAL,Bilomba,Luabala,oui
KASAI CENTRAL,Bilomba,Tshisuku,oui
KASAI CENTRAL,Bilomba,Bikuta,oui
KASAI CENTRAL,Bilomba,Tshipanga Mukulu,oui
KASAI CENTRAL,Bilomba,Kabawu,oui
KASAI CENTRAL,Bilomba,Majiba,oui
KASAI CENTRAL,Bilomba,Nsuji Kalamba,oui
KASAI CENTRAL,Bilomba,Ntumbu Lulua,oui
KASAI CENTRAL,Bilomba,Ntumbu Kambulu,oui
KASAI CENTRAL,Bilomba,Kubonga,oui
KASAI CENTRAL,Bilomba,Katota,oui
KASAI CENTRAL,Bilomba,Tshikumpele,oui
KASAI CENTRAL,Kalomba,Kalomba,oui
KASAI CENTRAL,Kalomba,Tshitadi,oui
KASAI CENTRAL,Kalomba,Kankungula,oui
KASAI CENTRAL,Kalomba,Tshibandama,oui
KASAI CENTRAL,Kalomba,Muendele,oui
KASAI CENTRAL,Kalomba,Kasanga Luebo,oui
KASAI CENTRAL,Kalomba,Mfuamba,oui
KASAI CENTRAL,Kalomba,Mutondo,oui
KASAI CENTRAL,Kalomba,Mbuku,oui
KASAI CENTRAL,Kalomba,Katshiabala,oui
KASAI CENTRAL,Kalomba,Nsuana,oui
KASAI CENTRAL,Kalomba,Mutetela,oui
KASAI CENTRAL,Kalomba,Aigle Bady,oui
KASAI CENTRAL,Kalomba,Kalendende,oui
KASAI CENTRAL,Kalomba,Kasuku,oui
KASAI CENTRAL,Mikalayi,Bakwa Kashile ,oui
KASAI CENTRAL,Mikalayi,Dibatayi,oui
KASAI CENTRAL,Mikalayi,Dikongayi,oui
KASAI CENTRAL,Mikalayi,Kabandu ,oui
KASAI CENTRAL,Mikalayi,Kabwe,oui
KASAI CENTRAL,Mikalayi,Kadiata,oui
KASAI CENTRAL,Mikalayi,Kambulu,oui
KASAI CENTRAL,Mikalayi,Kambundi,oui
KASAI CENTRAL,Mikalayi,Kapaya,oui
KASAI CENTRAL,Mikalayi,Katende,oui
KASAI CENTRAL,Mikalayi,Lulengele,oui
KASAI CENTRAL,Mikalayi,Malandji,oui
KASAI CENTRAL,Mikalayi,Matamba,oui
KASAI CENTRAL,Mikalayi,Mbombo Kasanji,oui
KASAI CENTRAL,Mikalayi,Mbulambula,oui
KASAI CENTRAL,Mikalayi,Mbulungu Kalow,oui
KASAI CENTRAL,Mikalayi,Mfukumba,oui
KASAI CENTRAL,Mikalayi,Mikalayi,oui
KASAI CENTRAL,Mikalayi,Nkongolo Moshi,oui
KASAI CENTRAL,Mikalayi,Nsanga Bantu,oui
KASAI CENTRAL,Ndekesha,Ndekesha,oui
KASAI CENTRAL,Ndekesha,Mombele,oui
KASAI CENTRAL,Ndekesha,Kazumba,oui
KASAI CENTRAL,Ndekesha,Kafuba,oui
KASAI CENTRAL,Ndekesha,Muanzambala,oui
KASAI CENTRAL,Ndekesha,Tshinkenke,oui
KASAI CENTRAL,Ndekesha,Muamba Nsadi,oui
KASAI CENTRAL,Ndekesha,Bonkala,oui
KASAI CENTRAL,Ndekesha,Kaluebo,oui
KASAI CENTRAL,Ndekesha,Tshimanga Lukusa,oui
KASAI CENTRAL,Ndekesha,Tshiamu,oui
KASAI CENTRAL,Ndekesha,Muila Dominique,oui
KASAI CENTRAL,Tshibala,Dibatayi,oui
KASAI CENTRAL,Tshibala,Gabinda,oui
KASAI CENTRAL,Tshibala,Gumisu Gumisu,oui
KASAI CENTRAL,Tshibala,Luemba,oui
KASAI CENTRAL,Tshibala,Kavula,oui
KASAI CENTRAL,Tshibala,Matadi,oui
KASAI CENTRAL,Tshibala,Muamona,oui
KASAI CENTRAL,Tshibala,Mboyi,oui
KASAI CENTRAL,Tshibala,Muevu,oui
KASAI CENTRAL,Tshibala,Musasa,oui
KASAI CENTRAL,Tshibala,Nkongolo,oui
KASAI CENTRAL,Tshibala,Nguema,oui
KASAI CENTRAL,Tshibala,Shawanga,oui
KASAI CENTRAL,Tshibala,Shapula,oui
KASAI CENTRAL,Tshibala,St Felix,oui
KASAI CENTRAL,Tshibala,Tubanga,oui
KASAI CENTRAL,Tshibala,Tshitupa,oui
KASAI CENTRAL,Luambo,Luambo,oui
KASAI CENTRAL,Luambo,Biaboko,oui
KASAI CENTRAL,Luambo,Kalamba Mbuyi,oui
KASAI CENTRAL,Luambo,Kambongo,oui
KASAI CENTRAL,Luambo,Kangambo Baka,oui
KASAI CENTRAL,Luambo,Kangambo Secteur,oui
KASAI CENTRAL,Luambo,Kasombo Bishi,oui
KASAI CENTRAL,Luambo,Kasombo Ana,oui
KASAI CENTRAL,Luambo,Kavueta,oui
KASAI CENTRAL,Luambo,Lueta,oui
KASAI CENTRAL,Luambo,Lumpungu,oui
KASAI CENTRAL,Luambo,Makonde,oui
KASAI CENTRAL,Luambo,Mbunze,oui
KASAI CENTRAL,Luambo,Minkolo,oui
KASAI CENTRAL,Luambo,Muanda Kalendu,oui
KASAI CENTRAL,Luambo,Muangala Ngoma,oui
KASAI CENTRAL,Luambo,Mueni Mutenge,oui
KASAI CENTRAL,Luambo,Muzodi,oui
KASAI CENTRAL,Luambo,Ndolo Mayimbu,oui
KASAI CENTRAL,Luambo,Ngovo,oui
KASAI CENTRAL,Luambo,Tshikudi,oui
KASAI CENTRAL,Luiza,Tutante,oui
KASAI CENTRAL,Luiza,Kakamba,oui
KASAI CENTRAL,Luiza,Mukungu,oui
KASAI CENTRAL,Luiza,Isasa,oui
KASAI CENTRAL,Luiza,Moma,oui
KASAI CENTRAL,Luiza,Mpika Mbuji,oui
KASAI CENTRAL,Luiza,Mubinza,oui
KASAI CENTRAL,Luiza,Kamushilu,oui
KASAI CENTRAL,Luiza,Kitoko,oui
KASAI CENTRAL,Luiza,Bambaie,oui
KASAI CENTRAL,Luiza,Kandakanda,oui
KASAI CENTRAL,Luiza,Kasonga,oui
KASAI CENTRAL,Luiza,Mukuadjanga,oui
KASAI CENTRAL,Luiza,Kapanga,oui
KASAI CENTRAL,Luiza,Kakala,oui
